25
7.5
16
1	10	12
2	10	12
3	8	10
4	8	10
5	10	12
6	8	10
7	14	16
8	12	14
9	10	12
10	14	16
11	14	16
12	8	10
13	8	10
14	14	16
15	14	16
16	8	10
17	14	16
18	14	16
19	10	12
20	12	14
21	12	14
22	8	10
23	10	12
24	10	12
25	12	14
-1
0	0.196735263	1.006204844	0.660882473	1.119905114	0.446953684	1.435431838	1.276123643	1.38398695	0.536357403	0.688588738	1.788992763	1.038338423	0.581061184	1.008150578	0.259247631	0.641978443	0.24767068	1.435020089	1.075249314	1.007184029	1.75485909	0.635525286	1.54305613	1.315677404	1.516192913
0.196735263	0	0.829524338	0.523661315	0.925120115	0.384249926	1.297668338	1.099488974	1.21822381	0.704180419	0.625484228	1.593778491	0.845220745	0.474631608	0.815793753	0.372788459	0.725181699	0.431280434	1.238336086	1.021517277	0.95756954	1.611816525	0.587595642	1.460614443	1.190296412	1.459148526
1.006204844	0.829524338	0	0.411550939	0.319648474	0.692090511	0.586817741	0.953907251	0.402963161	1.35588491	0.649763346	0.875294268	0.58878684	0.539865255	0.221685022	1.018721104	1.133323669	1.17611146	0.669837952	0.807841539	0.792983413	0.851860881	1.195769548	0.978880048	0.561759472	1.092352629
0.660882473	0.523661315	0.411550939	0	0.659595251	0.282916009	0.776683986	1.144563198	0.738408267	0.947398484	0.282259464	1.282344818	0.786301792	0.128764465	0.530240119	0.620181739	0.728634417	0.789875805	1.026607513	0.599117219	0.552642524	1.094507098	1.038094282	0.966656506	0.666753531	1.002287626
1.119905114	0.925120115	0.319648474	0.659595251	0	0.912000895	0.831945777	0.666396916	0.562096119	1.551577449	0.930441558	0.669255435	0.333537936	0.78373605	0.129624337	1.199130177	1.383754015	1.329462528	0.367443621	1.126352549	1.108738303	1.032669902	1.129578114	1.276551366	0.84706527	1.403595209
0.446953684	0.384249926	0.692090511	0.282916009	0.912000895	0	1.014006972	1.299812198	1.014297485	0.664582074	0.245394364	1.555517435	0.970863223	0.162147179	0.78324306	0.34354955	0.480345219	0.522149384	1.272800565	0.640109777	0.574791849	1.336305976	0.968286335	1.096939325	0.883110285	1.080091357
1.435431838	1.297668338	0.586817741	0.776683986	0.831945777	1.014006972	0	1.498303652	0.307662249	1.623366952	0.827499986	1.050385952	1.152296185	0.859643281	0.785547078	1.3519243	1.297003269	1.534859538	1.07282865	0.671308696	0.709701478	0.322384715	1.755434632	0.507514477	0.158730671	0.690335155
1.276123643	1.099488974	0.953907251	1.144563198	0.666396916	1.299812198	1.498303652	0	1.220364094	1.803557396	1.422662377	0.953128278	0.370723873	1.235485554	0.732614815	1.465299249	1.767484546	1.523288846	0.560103595	1.713238001	1.680070758	1.682355523	0.91969645	1.932025671	1.507821321	2.043105841
1.38398695	1.21822381	0.402963161	0.738408267	0.562096119	1.014297485	0.307662249	1.220364094	0	1.66902566	0.889445424	0.760313213	0.894203842	0.852184892	0.548150957	1.356692791	1.388023973	1.528282523	0.767702281	0.865576923	0.883773327	0.472538054	1.595749617	0.81004703	0.397808254	0.981447697
0.536357403	0.704180419	1.35588491	0.947398484	1.551577449	0.664582074	1.623366952	1.803557396	1.66902566	0	0.796773136	2.210163593	1.536640882	0.822965801	1.426667571	0.354610145	0.379067004	0.29365629	1.898000836	1.064648151	0.997851908	1.941371202	1.130862951	1.557530403	1.475162506	1.4611063
0.688588738	0.625484228	0.649763346	0.282259464	0.930441558	0.245394364	0.827499986	1.422662377	0.889445424	0.796773136	0	1.522615671	1.067695141	0.194134578	0.802720666	0.539896905	0.499855071	0.725917161	1.297663689	0.396048665	0.332605124	1.147351027	1.20230341	0.854873419	0.68271333	0.83500874
1.788992763	1.593778491	0.875294268	1.282344818	0.669255435	1.555517435	1.050385952	0.953128278	0.760313213	2.210163593	1.522615671	0	0.847998202	1.411068916	0.786871254	1.861033201	2.008345842	1.997296095	0.417798728	1.602763534	1.608923078	1.047810912	1.723598003	1.557374954	1.158032179	1.738278985
1.038338423	0.845220745	0.58878684	0.786301792	0.333537936	0.970863223	1.152296185	0.370723873	0.894203842	1.536640882	1.067695141	0.847998202	0	0.886774659	0.370460004	1.185293078	1.44901669	1.275972724	0.437765747	1.344015956	1.312537789	1.365747809	0.875611067	1.567506313	1.148298383	1.67372191
0.581061184	0.474631608	0.539865255	0.128764465	0.78373605	0.162147179	0.859643281	1.235485554	0.852184892	0.822965801	0.194134578	1.411068916	0.886774659	0	0.65411979	0.50537926	0.601244628	0.68185389	1.14972043	0.567914307	0.511086047	1.181284547	1.030659318	0.986373544	0.735033154	0.995222151
1.008150578	0.815793753	0.221685022	0.530240119	0.129624337	0.78324306	0.785547078	0.732614815	0.548150957	1.426667571	0.802720666	0.786871254	0.370460004	0.65411979	0	1.075466871	1.254180431	1.21073699	0.49639836	1.014300704	0.992786586	1.019182682	1.073860407	1.199505568	0.777962029	1.313715219
0.259247631	0.372788459	1.018721104	0.620181739	1.199130177	0.34354955	1.3519243	1.465299249	1.356692791	0.354610145	0.539896905	1.861033201	1.185293078	0.50537926	1.075466871	0	0.382905781	0.186024547	1.543534636	0.891907275	0.822091699	1.674218059	0.894325018	1.379519343	1.215221167	1.325976491
0.641978443	0.725181699	1.133323669	0.728634417	1.383754015	0.480345219	1.297003269	1.767484546	1.388023973	0.379067004	0.499855071	2.008345842	1.44901669	0.601244628	1.254180431	0.382905781	0	0.497075588	1.748152614	0.695751131	0.631660223	1.60674572	1.275966406	1.184306145	1.142441511	1.082295895
0.24767068	0.431280434	1.17611146	0.789875805	1.329462528	0.522149384	1.534859538	1.523288846	1.528282523	0.29365629	0.725917161	1.997296095	1.275972724	0.68185389	1.21073699	0.186024547	0.497075588	0	1.659691453	1.072965741	1.003116727	1.857243061	0.84257406	1.562932968	1.399849057	1.503356695
1.435020089	1.238336086	0.669837952	1.026607513	0.367443621	1.272800565	1.07282865	0.560103595	0.767702281	1.898000836	1.297663689	0.417798728	0.437765747	1.14972043	0.49639836	1.543534636	1.748152614	1.659691453	0	1.474021077	1.462250471	1.189496994	1.310629725	1.560477138	1.129307866	1.710162401
1.075249314	1.021517277	0.807841539	0.599117219	1.126352549	0.640109777	0.671308696	1.713238001	0.865576923	1.064648151	0.396048665	1.602763534	1.344015956	0.567914307	1.014300704	0.891907275	0.695751131	1.072965741	1.474021077	0	0.069854178	0.949458599	1.59540832	0.494798303	0.513883889	0.44109267
1.007184029	0.95756954	0.792983413	0.552642524	1.108738303	0.574791849	0.709701478	1.680070758	0.883773327	0.997851908	0.332605124	1.608923078	1.312537789	0.511086047	0.992786586	0.822091699	0.631660223	1.003116727	1.462250471	0.069854178	0	0.998067796	1.53443861	0.563654959	0.551048934	0.509065032
1.75485909	1.611816525	0.851860881	1.094507098	1.032669902	1.336305976	0.322384715	1.682355523	0.472538054	1.941371202	1.147351027	1.047810912	1.365747809	1.181284547	1.019182682	1.674218059	1.60674572	1.857243061	1.189496994	0.949458599	0.998067796	0	2.044520378	0.629571676	0.466354817	0.83630687
0.635525286	0.587595642	1.195769548	1.038094282	1.129578114	0.968286335	1.755434632	0.91969645	1.595749617	1.130862951	1.20230341	1.723598003	0.875611067	1.030659318	1.073860407	0.894325018	1.275966406	0.84257406	1.310629725	1.59540832	1.53443861	2.044520378	0	2.004500151	1.678748369	2.025830746
1.54305613	1.460614443	0.978880048	0.966656506	1.276551366	1.096939325	0.507514477	1.932025671	0.81004703	1.557530403	0.854873419	1.557374954	1.567506313	0.986373544	1.199505568	1.379519343	1.184306145	1.562932968	1.560477138	0.494798303	0.563654959	0.629571676	2.004500151	0	0.432564288	0.206865311
1.315677404	1.190296412	0.561759472	0.666753531	0.84706527	0.883110285	0.158730671	1.507821321	0.397808254	1.475162506	0.68271333	1.158032179	1.148298383	0.735033154	0.777962029	1.215221167	1.142441511	1.399849057	1.129307866	0.513883889	0.551048934	0.466354817	1.678748369	0.432564288	0	0.587062955
1.516192913	1.459148526	1.092352629	1.002287626	1.403595209	1.080091357	0.690335155	2.043105841	0.981447697	1.4611063	0.83500874	1.738278985	1.67372191	0.995222151	1.313715219	1.325976491	1.082295895	1.503356695	1.710162401	0.44109267	0.509065032	0.83630687	2.025830746	0.206865311	0.587062955	0
-1
